1file_id	2sample	3DNA_code	4ADM_#	5SPECIES	6POP_CODE	7POPNAME	8POP#	9GROUP	10LONG	11LAT	12server	13path	14plastome	15Haplogroup
LAFY30_3_DNA92	LAFY30_3	92	392	PTRI	LAFY	"Lafayette, Or"	30	C04	-123.083333	45.2	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX921/D0UM2ACXX_2/INX921_D0UM2ACXX_2_CCTTAG.bam	DONE	HapT
LAFY30_5_DNA93	LAFY30_5	93	393	PTRI	LAFY	"Lafayette, Or"	30	C04	-123.083333	45.2	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX921/D0UM2ACXX_2/INX921_D0UM2ACXX_2_GAATAA.bam	DONE	HapT
LILB26_2_DNA94	LILB26_2	94	411	PTRI	LILB	Lillooet river/B	26	C03	-123.2	50.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX922/D0UM2ACXX_3/INX922_D0UM2ACXX_3_GCTCCA.bam	DONE	HapT
LNZK28_2_DNA435	LNZK28_2	435	418	PTRI	LNZK	Lantzville/K	28	C03	-124.066667	49.233333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_ATAATT.bam	DONE	HapT
LNZK28_3_DNA95	LNZK28_3	95	419	PTRI	LNZK	Lantzville/K	28	C03	-124.066667	49.233333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX922/D0UM2ACXX_3/INX922_D0UM2ACXX_3_TCGAAG.bam	DONE	HapT
LNZK28_4_DNA150	LNZK28_4	150	420	PTRI	LNZK	Lantzville/K	28	C03	-124.066667	49.233333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX948/C0KW2ACXX_4/INX948_C0KW2ACXX_4_CACCGG.bam	DONE	HapT
LNZK28_5_DNA96	LNZK28_5	96	421	PTRI	LNZK	Lantzville/K	28	C03	-124.066667	49.233333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX923/D0UM2ACXX_4/INX923_D0UM2ACXX_4_TTCTCC.bam	DONE	HapT
LONG29_1_DNA97	LONG29_1	97	422	PTRI	LONG	"Longview, Wa"	29	C04	-123.916667	46.083333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX923/D0UM2ACXX_4/INX923_D0UM2ACXX_4_GTGAAA.bam	DONE	HapT
LONG29_2_DNA151	LONG29_2	151	423	PTRI	LONG	"Longview, Wa"	29	C04	-123.916667	46.083333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX949/C0KW2ACXX_5/INX949_C0KW2ACXX_5_CCCATG.bam	DONE	HapT
LONG29_4_DNA99	LONG29_4	99	424	PTRI	LONG	"Longview, Wa"	29	C04	-123.916667	46.083333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX924/D0UM2ACXX_5/INX924_D0UM2ACXX_5_AAATGC.bam	DONE	HapT
LONG29_5_DNA100	LONG29_5	100	425	PTRI	LONG	"Longview, Wa"	29	C04	-123.916667	46.083333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX925/C0LE3ACXX_1/INX925_C0LE3ACXX_1_ACAAAC.bam	DONE	HapT
MCFA20_1_DNA152	MCFA20_1	152	465	PTRI	MCFA	McFee/B	20	C03	-126.233333	51.316667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX949/C0KW2ACXX_5/INX949_C0KW2ACXX_5_CTCAGA.bam	DONE	HapT
MCFA20_2_DNA153	MCFA20_2	153	466	PTRI	MCFA	McFee/B	20	C03	-126.233333	51.316667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX950/C0KW2ACXX_6/INX950_C0KW2ACXX_6_GCACTT.bam	DONE	HapT
MCFA20_3_DNA154	MCFA20_3	154	467	PTRI	MCFA	McFee/B	20	C03	-126.233333	51.316667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX950/C0KW2ACXX_6/INX950_C0KW2ACXX_6_TATAAT.bam	DONE	HapT
MCFA20_4_DNA101	MCFA20_4	101	468	PTRI	MCFA	McFee/B	20	C03	-126.233333	51.316667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX925/C0LE3ACXX_1/INX925_C0LE3ACXX_1_AGATAG.bam	DONE	HapT
MCFA20_6_DNA102	MCFA20_6	102	469	PTRI	MCFA	McFee/B	20	C03	-126.233333	51.316667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX926/D0UM2ACXX_6/INX926_D0UM2ACXX_6_ATGAGC.bam	DONE	HapT
MCGR15_4_DNA375	MCGR15_4	375	470	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_ATGTCA.bam	DONE	HapY
MCGR15_6_DNA436	MCGR15_6	436	471	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_CACCGG.bam	DONE	HapZ
MCGR15_7_DNA103	MCGR15_7	103	472	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX926/D0UM2ACXX_6/INX926_D0UM2ACXX_6_CATGGC.bam	DONE	HapY
MCGR15_8_DNA376	MCGR15_8	376	473	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_ATCTAT.bam	DONE	HapV
MCHA19_1_DNA104	MCHA19_1	104	474	PTRI	MCHA	Machmell river/A	19	C03	-126.683333	51.633333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-29/INX927/C0LE3ACXX_2/INX927_C0LE3ACXX_2_CGAGAA.bam	DONE	HapT
MCHA19_2_DNA156	MCHA19_2	156	475	PTRI	MCHA	Machmell river/A	19	C03	-126.683333	51.633333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX951/C0KW2ACXX_7/INX951_C0KW2ACXX_7_CCGTCC.bam	DONE	HapT
MCHA19_3_DNA105	MCHA19_3	105	476	PTRI	MCHA	Machmell river/A	19	C03	-126.683333	51.633333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-29/INX927/C0LE3ACXX_2/INX927_C0LE3ACXX_2_GACGGA.bam	DONE	HapT
MCHA19_4_DNA157	MCHA19_4	157	477	PTRI	MCHA	Machmell river/A	19	C03	-126.683333	51.633333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX952/C0KW2ACXX_8/INX952_C0KW2ACXX_8_TGACCA.bam	DONE	HapT
MCHA19_5_DNA158	MCHA19_5	158	478	PTRI	MCHA	Machmell river/A	19	C03	-126.683333	51.633333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-03/INX952/C0KW2ACXX_8/INX952_C0KW2ACXX_8_CTTGTA.bam	DONE	HapT
MCHB19_1_DNA106	MCHB19_1	106	479	PTRI	MCHB	Machmell river/B	19	C03	-126.583333	51.616667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX928/C0LE3ACXX_3/INX928_C0LE3ACXX_3_GGCACA.bam	DONE	HapT
MCHB19_2_DNA107	MCHB19_2	107	480	PTRI	MCHB	Machmell river/B	19	C03	-126.583333	51.616667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX928/C0LE3ACXX_3/INX928_C0LE3ACXX_3_TCGGCA.bam	DONE	HapT
MCHB19_3_DNA753	MCHB19_3	753	481	PTRI	MCHB	Machmell river/B	19	C03	-126.583333	51.616667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_CAAAAG.bam	DONE	HapT
MCHB19_4_DNA159	MCHB19_4	159	482	PTRI	MCHB	Machmell river/B	19	C03	-126.583333	51.616667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX953/C0KVAACXX_2/INX953_C0KVAACXX_2_AAGCGA.bam	DONE	HapT
MCHB19_5_DNA160	MCHB19_5	160	483	PTRI	MCHB	Machmell river/B	19	C03	-126.583333	51.616667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX953/C0KVAACXX_2/INX953_C0KVAACXX_2_ACTCTC.bam	DONE	HapT
MEMA28_1_DNA754	MEMA28_1	754	501	PTRI	MEMA	Memekay river/A	28	C03	-125.8	50.216667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0978/C14ERACXX_5/IX0978_C14ERACXX_5_CCAACA.bam	DONE	HapT
MEMA28_3_DNA108	MEMA28_3	108	502	PTRI	MEMA	Memekay river/A	28	C03	-125.8	50.216667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-05/INX929/C0LE3ACXX_4/INX929_C0LE3ACXX_4_AGGTTT.bam	DONE	HapT
MEMA28_4_DNA109	MEMA28_4	109	503	PTRI	MEMA	Memekay river/A	28	C03	-125.8	50.216667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-05/INX929/C0LE3ACXX_4/INX929_C0LE3ACXX_4_GTGGCC.bam	DONE	HapT
MEMA28_5_DNA161	MEMA28_5	161	504	PTRI	MEMA	Memekay river/A	28	C03	-125.8	50.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX954/C0KVAACXX_3/INX954_C0KVAACXX_3_ATACGG.bam	DONE	HapT
MTSM27_2_DNA180	MTSM27_2	180	537	PTRI	MTSM	Matsqui Is./M	27	C03	-122.333333	49.116667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX963/C0KU4ACXX_4/INX963_C0KU4ACXX_4_TTCGAA.bam	DONE	HapT
MTSM27_5_DNA162	MTSM27_5	162	538	PTRI	MTSM	Matsqui Is./M	27	C03	-122.333333	49.116667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX954/C0KVAACXX_3/INX954_C0KVAACXX_3_CACGAT.bam	DONE	HapT
NASC8_2_DNA437	NASC8_2	437	540	PTRI	NASC	Nass river/C	8	C01	-129.5	55.05	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_CCCATG.bam	DONE	HapT
NASC8_5_DNA377	NASC8_5	377	541	PTRI	NASC	Nass river/C	8	C01	-129.5	55.05	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_CAGGCG.bam	DONE	HapT
NASD8_2_DNA438	NASD8_2	438	542	PTRI	NASD	Nass river/D	8	C01	-129.133333	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_CTCAGA.bam	DONE	HapT
NASD8_4_DNA378	NASD8_4	378	543	PTRI	NASD	Nass river/D	8	C01	-129.133333	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_CCTTAG.bam	DONE	HapT
NASD8_5_DNA439	NASD8_5	439	544	PTRI	NASD	Nass river/D	8	C01	-129.133333	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_GCACTT.bam	DONE	HapT
NASF8_2_DNA379	NASF8_2	379	545	PTRI	NASF	Nass river/F	8	C01	-128.783333	55.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_GAATAA.bam	DONE	HapT
NASH8_1_DNA380	NASH8_1	380	546	PTRI	NASH	Nass river/H	8	C01	-128.816667	55.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_GCTCCA.bam	DONE	HapT
NASH8_4_DNA381	NASH8_4	381	547	PTRI	NASH	Nass river/H	8	C01	-128.816667	55.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_TCGAAG.bam	DONE	HapT
NASH8_5_DNA185	NASH8_5	185	548	PTRI	NASH	Nass river/H	8	C01	-128.816667	55.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX965/C0KU4ACXX_6/INX965_C0KU4ACXX_6_AGAAGA.bam	DONE	HapT
NBON29_1_DNA110	NBON29_1	110	549	PTRI	NBON	"N. Bonneville, Wa"	29	C04	-122	45.583333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX930/C0LE3ACXX_5/INX930_C0LE3ACXX_5_CGTACG.bam	DONE	HapT
NBON29_2_DNA163	NBON29_2	163	550	PTRI	NBON	"N. Bonneville, Wa"	29	C04	-122	45.583333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX955/C0KVAACXX_4/INX955_C0KVAACXX_4_GAGTGG.bam	DONE	HapT
NHTB27_2_DNA112	NHTB27_2	112	555	PTRI	NHTB	Nahatlatch river/B	27	C03	-121.816667	49.966667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX930/C0LE3ACXX_5/INX930_C0LE3ACXX_5_ACTTGA.bam	DONE	HapT
NHTB27_5_DNA113	NHTB27_5	113	556	PTRI	NHTB	Nahatlatch river/B	27	C03	-121.816667	49.966667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX931/C0LE3ACXX_6/INX931_C0LE3ACXX_6_ACATCT.bam	DONE	HapT
NKND3_2_DNA641	NKND3_2	641	557	PTRI	NKND	Nakina river/D	3	C01	-133.183333	58.933333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0981/D18W4ACXX_3/IX0981_D18W4ACXX_3_GATCAG.bam	DONE	HapY
NPLN30_3_DNA186	NPLN30_3	186	558	PTRI	NPLN	"North Plains, Or"	30	C04	-123	45.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX966/C0KU4ACXX_7/INX966_C0KU4ACXX_7_ATCTAT.bam	DONE	HapT
NPLN30_4_DNA183	NPLN30_4	183	559	PTRI	NPLN	"North Plains, Or"	30	C04	-123	45.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX964/C0KU4ACXX_5/INX964_C0KU4ACXX_5_AAAGCA.bam	DONE	HapT
PHLA22_1_DNA182	PHLA22_1	182	588	PTRI	PHLA	Phillips river/A	22	C03	-125.316667	50.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX964/C0KU4ACXX_5/INX964_C0KU4ACXX_5_GCCAAT.bam	DONE	HapT
PHLA22_2_DNA184	PHLA22_2	184	589	PTRI	PHLA	Phillips river/A	22	C03	-125.316667	50.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX965/C0KU4ACXX_6/INX965_C0KU4ACXX_6_AATAGG.bam	DONE	HapT
PHLA22_3_DNA165	PHLA22_3	165	590	PTRI	PHLA	Phillips river/A	22	C03	-125.316667	50.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX956/C0KVAACXX_5/INX956_C0KVAACXX_5_GCCGCG.bam	DONE	HapT
PHLA22_4_DNA115	PHLA22_4	115	591	PTRI	PHLA	Phillips river/A	22	C03	-125.316667	50.6	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-05/INX932/C0LE3ACXX_7/INX932_C0LE3ACXX_7_ATTCCT.bam	DONE	HapT
PHLA22_5_DNA440	PHLA22_5	440	592	PTRI	PHLA	Phillips river/A	22	C03	-125.316667	50.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_TATAAT.bam	DONE	HapT
PHLC22_1_DNA187	PHLC22_1	187	593	PTRI	PHLC	Phillips river/C	22	C03	-125.25	50.683333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX966/C0KU4ACXX_7/INX966_C0KU4ACXX_7_CAGGCG.bam	DONE	HapT
PHLC22_3_DNA116	PHLC22_3	116	595	PTRI	PHLC	Phillips river/C	22	C03	-125.25	50.683333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-05/INX932/C0LE3ACXX_7/INX932_C0LE3ACXX_7_CATTTT.bam	DONE	HapT
PITS29_4_DNA167	PITS29_4	167	598	PTRI	PITS	"Pittsburg, Wa"	29	C04	-123.116667	45.833333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX956/C0KVAACXX_5/INX956_C0KVAACXX_5_TCATTC.bam	DONE	HapT
Pt13020402_DNA1177	Pt13020402	1177	624	PTRI	Pt13020402	"Shasta County, CA"	31	C05	-122.315689	41.147895	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2032/C2P5YACXX_4/IX2032_C2P5YACXX_4_TCGAAG.bam	DONE	HapU
Pt13020404_DNA1178	Pt13020404	1178	625	PTRI	Pt13020404	"Shasta County, CA"	31	C05	-122.323569	41.147362	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2032/C2P5YACXX_4/IX2032_C2P5YACXX_4_TTCTCC.bam	DONE	HapU
Pt13020501_DNA1179	Pt13020501	1179	626	PTRI	Pt13020501	"Linn County, OR"	31	C05	-123.059431	44.655976	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_CAGATC.bam	DONE	HapU
Pt13020502_DNA1180	Pt13020502	1180	627	PTRI	Pt13020502	"Cowlitz County, WA"	31	C05	-122.856638	46.041109	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_AAATGC.bam	DONE	HapT
Pt13020503_DNA1181	Pt13020503	1181	628	PTRI	Pt13020503	"Thurston County, WA"	31	C05	-122.886937	47.038815	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_ACAAAC.bam	DONE	HapT
QAUS16_1_DNA382	QAUS16_1	382	629	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_TTCTCC.bam	DONE	HapZ
QAUS16_3_DNA441	QAUS16_3	441	630	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_TGCTGG.bam	DONE	HapY
QAUS16_4_DNA169	QAUS16_4	169	631	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX957/C0KVAACXX_6/INX957_C0KVAACXX_6_GTAGAG.bam	DONE	HapV
QAUS16_7_DNA383	QAUS16_7	383	632	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_GTGAAA.bam	DONE	HapZ
QBKR16_3_DNA171	QBKR16_3	171	633	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX958/C0KVAACXX_7/INX958_C0KVAACXX_7_AAACAT.bam	DONE	HapZ
QBKR16_4_DNA405	QBKR16_4	405	634	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0352/D10R2ACXX_1/IX0352_D10R2ACXX_1_ATCACG.bam	DONE	HapY
QBKR16_5_DNA384	QBKR16_5	384	635	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_CAGATC.bam	DONE	HapY
QCTN16_1_DNA442	QCTN16_1	442	636	PTRI	QCTN	Cottonwood	16	C02	-122.15	53.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_CCGTCC.bam	DONE	HapV
QFRS16_1_DNA385	QFRS16_1	385	639	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_AAATGC.bam	DONE	HapZ
QFRS16_2_DNA118	QFRS16_2	118	640	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-28/INX933/C0LE3ACXX_8/INX933_C0LE3ACXX_8_GATATA.bam	DONE	HapT
QFRS16_3_DNA443	QFRS16_3	443	641	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_TGACCA.bam	DONE	HapV
QFRS16_4_DNA119	QFRS16_4	119	642	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX934/D0UJNACXX_1/INX934_D0UJNACXX_1_ATCACG.bam	DONE	HapY
QFRS16_5_DNA386	QFRS16_5	386	643	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_ACAAAC.bam	DONE	HapT
QLKE16_1_DNA120	QLKE16_1	120	644	PTRI	QLKE	Quesnel lake	16	C02	-122.316667	52.966667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX934/D0UJNACXX_1/INX934_D0UJNACXX_1_GATCAG.bam	DONE	HapT
QLKE16_2_DNA172	QLKE16_2	172	645	PTRI	QLKE	Quesnel lake	16	C02	-122.316667	52.966667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX959/C0KVAACXX_8/INX959_C0KVAACXX_8_AAGGAC.bam	DONE	HapV
QLKE16_4_DNA238	QLKE16_4	238	647	PTRI	QLKE	Quesnel lake	16	C02	-122.316667	52.966667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0329/D102LACXX_1/IX0329_D102LACXX_1_GATCAG.bam	DONE	HapY
SHEL15_1_DNA387	SHEL15_1	387	659	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_AGATAG.bam	DONE	HapY
SHEL15_3_DNA444	SHEL15_3	444	661	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_CTTGTA.bam	DONE	HapY
SHEL15_4_DNA189	SHEL15_4	189	662	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX967/C0KU4ACXX_8/INX967_C0KU4ACXX_8_GAATAA.bam	DONE	HapT
SHEL15_5_DNA173	SHEL15_5	173	663	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-04/INX959/C0KVAACXX_8/INX959_C0KVAACXX_8_ACTGAT.bam	DONE	HapT
SHEL15_6_DNA445	SHEL15_6	445	664	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_AAGCGA.bam	DONE	HapY
SKNB10_1_DNA402	SKNB10_1	402	666	PTRI	SKNB	Skeena river/B	10	C01	-128.383333	54.683333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0351/D104PACXX_7/IX0351_D104PACXX_7_CATTTT.bam	DONE	HapT
SKNB10_2_DNA388	SKNB10_2	388	667	PTRI	SKNB	Skeena river/B	10	C01	-128.383333	54.683333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_ATGAGC.bam	DONE	HapT
SKNC10_1_DNA446	SKNC10_1	446	668	PTRI	SKNC	Skeena river/C	10	C01	-128.266667	54.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_ACTCTC.bam	DONE	HapT
SKNC10_2_DNA389	SKNC10_2	389	669	PTRI	SKNC	Skeena river/C	10	C01	-128.266667	54.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_CATGGC.bam	DONE	HapT
SKNC10_4_DNA447	SKNC10_4	447	670	PTRI	SKNC	Skeena river/C	10	C01	-128.266667	54.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0362/C0W04ACXX_3/IX0362_C0W04ACXX_3_ATACGG.bam	DONE	HapT
SKND10_2_DNA174	SKND10_2	174	671	PTRI	SKND	Skeena river/D	10	C01	-128.333333	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX960/C0KU4ACXX_1/INX960_C0KU4ACXX_1_ATCCTA.bam	DONE	HapT
SKNL10_1_DNA448	SKNL10_1	448	672	PTRI	SKNL	Skeena river/L	10	C01	-128.75	54.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0362/C0W04ACXX_3/IX0362_C0W04ACXX_3_CACGAT.bam	DONE	HapT
