1file_id	2sample	3DNA_code	4species	5pop	6pop_name	7LONG	8LAT	9server	10path	11sorted
FRE2_DNA906	FRE2	906	PBAL	FRE	Fredericton	67.2	46.13333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_TACAGC.bam	unsorted
FRE3_DNA1004	FRE3	1004	PBAL	FRE	Fredericton	67.25	46.08333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2039/C2P8KACXX_3/IX2039_C2P8KACXX_3_AACCCC.bam	unsorted
FRE5_DNA497	FRE5	497	PBAL	FRE	Fredericton	67.25	46.11666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_GTGGCC.bam	unsorted
FRE6_DNA336	FRE6	336	PBAL	FRE	Fredericton	67.25	46.11666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_CTTGTA.bam	unsorted
FRE7_DNA907	FRE7	907	PBAL	FRE	Fredericton	67.25	46.11666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_TGCCAT.bam	unsorted
FRE8_DNA660	FRE8	660	PBAL	FRE	Fredericton	67.25	46.11666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_ACGATA.bam	unsorted
FRE9_DNA661	FRE9	661	PBAL	FRE	Fredericton	67.25	46.11666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_ATAATT.bam	unsorted
FTM1_DNA662	FTM1	662	PBAL	FTM	Fort_McMurray	111.5	56.91666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_CACCGG.bam	unsorted
FTM11_DNA1151	FTM11	1151	PBAL	FTM	Fort_McMurray	111.6333333	56.93333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2035/C2P5YACXX_7/IX2035_C2P5YACXX_7_GAAACC.bam	unsorted
FTM12_DNA910	FTM12	910	PBAL	FTM	Fort_McMurray	111.6333333	56.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_GGCTAC.bam	unsorted
FTM13_DNA842	FTM13	842	PBAL	FTM	Fort_McMurray	111.65	56.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_AAATGC.bam	unsorted
FTM14_DNA911	FTM14	911	PBAL	FTM	Fort_McMurray	111.6666667	56.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_AAGACT.bam	unsorted
FTM15_DNA912	FTM15	912	PBAL	FTM	Fort_McMurray	111.6666667	56.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1902/C2F5GACXX_4/IX1902_C2F5GACXX_4_ACGATA.bam	unsorted
FTM2_DNA293	FTM2	293	PBAL	FTM	Fort_McMurray	111.5166667	56.91666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_TGCCAT.bam	unsorted
FTM3_DNA799	FTM3	799	PBAL	FTM	Fort_McMurray	111.5166667	56.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_ACTCTC.bam	unsorted
FTM4_DNA663	FTM4	663	PBAL	FTM	Fort_McMurray	111.5166667	56.93333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_CCCATG.bam	unsorted
FTM5_DNA295	FTM5	295	PBAL	FTM	Fort_McMurray	111.5166667	56.93333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_ATGTCA.bam	unsorted
FTM6_DNA664	FTM6	664	PBAL	FTM	Fort_McMurray	111.5666667	56.93333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_CTCAGA.bam	unsorted
FTM8_DNA296	FTM8	296	PBAL	FTM	Fort_McMurray	111.5833333	56.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0366/D12N9ACXX_5/IX0366_D12N9ACXX_5_TTCGAA.bam	unsorted
FTM9_DNA297	FTM9	297	PBAL	FTM	Fort_McMurray	111.6	56.93333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0335/D102LACXX_7/IX0335_D102LACXX_7_TTAGGC.bam	unsorted
GIL1_DNA935	GIL1	935	PBAL	GIL	Gillam	94.63333333	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_GTAGAG.bam	unsorted
GIL10_DNA936	GIL10	936	PBAL	GIL	Gillam	94.46666667	56.43333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_ACAGTG.bam	unsorted
GIL11_DNA1007	GIL11	1007	PBAL	GIL	Gillam	94.6	56.46666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-18/IX2034/C2RT2ACXX_3/IX2034_C2RT2ACXX_3_CAAAAG.bam	unsorted
GIL13_DNA937	GIL13	937	PBAL	GIL	Gillam	94.7	56.46666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1906/C2F5EACXX_1/IX1906_C2F5EACXX_1_AAACAT.bam	unsorted
GIL14_DNA483	GIL14	483	PBAL	GIL	Gillam	94.8	56.48333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_ACAAAC.bam	unsorted
GIL15_DNA913	GIL15	913	PBAL	GIL	Gillam	95.01666667	56.5	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_ATAATT.bam	unsorted
GIL2_DNA1005	GIL2	1005	PBAL	GIL	Gillam	94.61666667	56.36666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_ACCCAG.bam	unsorted
GIL3_DNA800	GIL3	800	PBAL	GIL	Gillam	94.6	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0990/D1C4AACXX_8/IX0990_D1C4AACXX_8_ATACGG.bam	unsorted
GIL4_DNA801	GIL4	801	PBAL	GIL	Gillam	94.56666667	56.33333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-30/IX0994/C13P1ACXX_5/IX0994_C13P1ACXX_5_CACGAT.bam	unsorted
GIL5_DNA509	GIL5	509	PBAL	GIL	Gillam	94.53333333	56.31666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_AGCATC.bam	unsorted
GIL6_DNA1006	GIL6	1006	PBAL	GIL	Gillam	94.5	56.31666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_AGCGCT.bam	unsorted
GIL7_DNA510	GIL7	510	PBAL	GIL	Gillam	94.4	56.36666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_ATTCCT.bam	unsorted
GIL8_DNA665	GIL8	665	PBAL	GIL	Gillam	94.38333333	56.41666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_GCACTT.bam	unsorted
GIL9_DNA802	GIL9	802	PBAL	GIL	Gillam	94.41666667	56.41666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0977/C14ERACXX_4/IX0977_C14ERACXX_4_GAGTGG.bam	unsorted
GPR1_DNA803	GPR1	803	PBAL	GPR	Grande_Prairie	118.6333333	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_CTGCTG.bam	unsorted
GPR10_DNA1114	GPR10	1114	PBAL	GPR	Grande_Prairie	119.35	54.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_ACTCTC.bam	unsorted
GPR11_DNA256	GPR11	256	PBAL	GPR	Grande_Prairie	119.4666667	54.73333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0366/D12N9ACXX_5/IX0366_D12N9ACXX_5_GCCTTA.bam	unsorted
GPR12_DNA362	GPR12	362	PBAL	GPR	Grande_Prairie	119.4666667	54.73333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_AAAGCA.bam	unsorted
GPR13_DNA363	GPR13	363	PBAL	GPR	Grande_Prairie	119.4666667	54.73333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_AATAGG.bam	unsorted
GPR14_DNA917	GPR14	917	PBAL	GPR	Grande_Prairie	119.4666667	54.73333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_GCACTT.bam	unsorted
GPR15_DNA1115	GPR15	1115	PBAL	GPR	Grande_Prairie	119.4666667	54.73333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_ATACGG.bam	unsorted
GPR2_DNA668	GPR2	668	PBAL	GPR	Grande_Prairie	118.6333333	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_TATAAT.bam	unsorted
GPR3_DNA669	GPR3	669	PBAL	GPR	Grande_Prairie	118.6333333	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0848/D18MNACXX_6/IX0848_D18MNACXX_6_TGCTGG.bam	unsorted
GPR4_DNA914	GPR4	914	PBAL	GPR	Grande_Prairie	118.6333333	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_CACCGG.bam	unsorted
GPR5_DNA804	GPR5	804	PBAL	GPR	Grande_Prairie	118.6333333	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_GCCGCG.bam	unsorted
GPR6_DNA915	GPR6	915	PBAL	GPR	Grande_Prairie	118.6333333	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_CCCATG.bam	unsorted
GPR7_DNA805	GPR7	805	PBAL	GPR	Grande_Prairie	118.6333333	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0985/D18W4ACXX_7/IX0985_D18W4ACXX_7_TCATTC.bam	unsorted
GPR8_DNA916	GPR8	916	PBAL	GPR	Grande_Prairie	118.6166667	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1907/C2F5EACXX_2/IX1907_C2F5EACXX_2_CTCAGA.bam	unsorted
GPR9_DNA255	GPR9	255	PBAL	GPR	Grande_Prairie	119.35	54.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0365/D12N9ACXX_4/IX0365_D12N9ACXX_4_GAAACC.bam	unsorted
GRA1_DNA670	GRA1	670	PBAL	GRA	Grand_Rapids	99.28333333	53.16666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_CCGTCC.bam	unsorted
GRA10_DNA341	GRA10	341	PBAL	GRA	Grand_Rapids	99.28333333	53.18333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_GAGTGG.bam	unsorted
GRA12_DNA938	GRA12	938	PBAL	GRA	Grand_Rapids	99.28333333	53.23333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_AAGGAC.bam	unsorted
GRA15_DNA939	GRA15	939	PBAL	GRA	Grand_Rapids	99.21666667	53.03333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_ACTGAT.bam	unsorted
GRA3_DNA231	GRA3	231	PBAL	GRA	Grand_Rapids	99.33333333	99.33333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-11/INX978/C0KV7ACXX_5/INX978_C0KV7ACXX_5_CATTTT.bam	unsorted
GRA4_DNA337	GRA4	337	PBAL	GRA	Grand_Rapids	99.33333333	53.16666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_AAGCGA.bam	unsorted
GRA5_DNA338	GRA5	338	PBAL	GRA	Grand_Rapids	99.35	53.16666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_ACTCTC.bam	unsorted
GRA6_DNA339	GRA6	339	PBAL	GRA	Grand_Rapids	99.36666667	53.18333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_ATACGG.bam	unsorted
GRA7_DNA854	GRA7	854	PBAL	GRA	Grand_Rapids	99.38333333	53.18333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_ACAAAC.bam	unsorted
GRA8_DNA340	GRA8	340	PBAL	GRA	Grand_Rapids	99.3	53.16666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_CACGAT.bam	unsorted
GYP1_DNA511	GYP1	511	PBAL	GYP	Gypsumville	98.48333333	51.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_CATTTT.bam	unsorted
GYP10_DNA343	GYP10	343	PBAL	GYP	Gypsumville	98.35	51.81666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_GCCGCG.bam	unsorted
GYP11_DNA1163	GYP11	1163	PBAL	GYP	Gypsumville	98.75	51.73333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2042/C2P8KACXX_6/IX2042_C2P8KACXX_6_GAATAA.bam	unsorted
GYP12_DNA512	GYP12	512	PBAL	GYP	Gypsumville	98.83333333	51.73333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_CGGAAT.bam	unsorted
GYP13_DNA921	GYP13	921	PBAL	GYP	Gypsumville	98.86666667	51.73333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_TGACCA.bam	unsorted
GYP14_DNA922	GYP14	922	PBAL	GYP	Gypsumville	98.88333333	51.73333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_CTTGTA.bam	unsorted
GYP15_DNA923	GYP15	923	PBAL	GYP	Gypsumville	98.93333333	51.73333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_AAGCGA.bam	unsorted
GYP2_DNA672	GYP2	672	PBAL	GYP	Gypsumville	98.46666667	51.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0853/C13N9ACXX_3/IX0853_C13N9ACXX_3_CTTGTA.bam	unsorted
GYP3_DNA673	GYP3	673	PBAL	GYP	Gypsumville	98.45	51.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_AAGCGA.bam	unsorted
GYP4_DNA485	GYP4	485	PBAL	GYP	Gypsumville	98.43333333	51.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_CAAAAG.bam	unsorted
GYP5_DNA840	GYP5	840	PBAL	GYP	Gypsumville	98.41666667	51.76666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-21/IX0996/D1CLLACXX_8/IX0996_D1CLLACXX_8_TTCTCC.bam	unsorted
GYP6_DNA850	GYP6	850	PBAL	GYP	Gypsumville	98.4	51.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_GATCAG.bam	unsorted
GYP7_DNA342	GYP7	342	PBAL	GYP	Gypsumville	98.36666667	51.76666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_CTGCTG.bam	unsorted
GYP8_DNA918	GYP8	918	PBAL	GYP	Gypsumville	98.36666667	51.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_TATAAT.bam	unsorted
GYP9_DNA919	GYP9	919	PBAL	GYP	Gypsumville	98.36666667	51.81666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_TGCTGG.bam	unsorted
HAY1_DNA674	HAY1	674	PBAL	HAY	Hay_River	115.7833333	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0847/D18MNACXX_5/IX0847_D18MNACXX_5_ACTCTC.bam	unsorted
HAY10_DNA927	HAY10	927	PBAL	HAY	Hay_River	115.7666667	60.81666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_GAGTGG.bam	unsorted
HAY11_DNA490	HAY11	490	PBAL	HAY	Hay_River	115.7333333	60.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_CATGGC.bam	unsorted
HAY12_DNA491	HAY12	491	PBAL	HAY	Hay_River	115.7333333	60.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_CGAGAA.bam	unsorted
HAY13_DNA1117	HAY13	1117	PBAL	HAY	Hay_River	115.8	60.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_GAGTGG.bam	unsorted
HAY14_DNA1118	HAY14	1118	PBAL	HAY	Hay_River	115.7833333	60.78333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2044/C2P8KACXX_8/IX2044_C2P8KACXX_8_CTGCTG.bam	unsorted
HAY15_DNA1152	HAY15	1152	PBAL	HAY	Hay_River	115.7833333	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_GCCTTA.bam	unsorted
HAY2_DNA924	HAY2	924	PBAL	HAY	Hay_River	115.8333333	60.76666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_ACTCTC.bam	unsorted
HAY3_DNA487	HAY3	487	PBAL	HAY	Hay_River	115.8333333	60.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_AGATAG.bam	unsorted
HAY4_DNA488	HAY4	488	PBAL	HAY	Hay_River	115.8166667	60.78333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_ATGAGC.bam	unsorted
HAY5_DNA675	HAY5	675	PBAL	HAY	Hay_River	115.8166667	60.78333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_ATACGG.bam	unsorted
HAY6_DNA925	HAY6	925	PBAL	HAY	Hay_River	115.8	60.78333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_ATACGG.bam	unsorted
HAY7_DNA926	HAY7	926	PBAL	HAY	Hay_River	115.8	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_CACGAT.bam	unsorted
HAY8_DNA489	HAY8	489	PBAL	HAY	Hay_River	115.8166667	60.81666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1820/C2NR6ACXX_1/IX1820_C2NR6ACXX_1_CCAACA.bam	unsorted
HAY9_DNA1116	HAY9	1116	PBAL	HAY	Hay_River	115.8333333	60.81666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2043/C2P8KACXX_7/IX2043_C2P8KACXX_7_CACGAT.bam	unsorted
INU15_DNA1120	INU15	1120	PBAL	INU	Inuvik	133.7	68.33333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_TCATTC.bam	unsorted
INU9_DNA1119	INU9	1119	PBAL	INU	Inuvik	134	68.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_GCCGCG.bam	unsorted
KUU09_DNA515	KUU09	515	PBAL	KUU	Kuujjuaq	68.65	68.65	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_GATATA.bam	unsorted
KUU1_DNA492	KUU1	492	PBAL	KUU	Kuujjuaq	68.65	58.01666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_GACGGA.bam	unsorted
KUU10_DNA495	KUU10	495	PBAL	KUU	Kuujjuaq	68.56666667	58.01666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_TCGGCA.bam	unsorted
KUU11_DNA1153	KUU11	1153	PBAL	KUU	Kuujjuaq	68.56666667	58.01666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_TCCCGA.bam	unsorted
KUU12_DNA932	KUU12	932	PBAL	KUU	Kuujjuaq	68.55	58.01666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_TCATTC.bam	unsorted
KUU13_DNA496	KUU13	496	PBAL	KUU	Kuujjuaq	68.55	58.01666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_AGGTTT.bam	unsorted
KUU14_DNA933	KUU14	933	PBAL	KUU	Kuujjuaq	68.53333333	58.01666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1906/C2F5EACXX_1/IX1906_C2F5EACXX_1_TGGCGC.bam	unsorted
KUU15_DNA1154	KUU15	1154	PBAL	KUU	Kuujjuaq	68.53333333	58.01666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_TTCGAA.bam	unsorted
KUU2_DNA676	KUU2	676	PBAL	KUU	Kuujjuaq	68.65	58.01666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0848/D18MNACXX_6/IX0848_D18MNACXX_6_CACGAT.bam	unsorted
KUU3_DNA493	KUU3	493	PBAL	KUU	Kuujjuaq	68.65	58.01666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_GGCACA.bam	unsorted
KUU4_DNA1017	KUU4	1017	PBAL	KUU	Kuujjuaq	68.61666667	58.01666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2056/C34BNACXX_5/IX2056_C34BNACXX_5_GATGCT.bam	unsorted
KUU5_DNA677	KUU5	677	PBAL	KUU	Kuujjuaq	68.61666667	58.01666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0858/D18UBACXX_5/IX0858_D18UBACXX_5_GAGTGG.bam	unsorted
KUU7_DNA929	KUU7	929	PBAL	KUU	Kuujjuaq	68.58333333	58.01666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_CTGCTG.bam	unsorted
